Date,Close,High,Low,Open,Volume
2013-11-15,2135.83,2153.21,2100.79,2100.9,125900
2013-11-18,2197.22,2198.32,2143.77,2147.37,157500
2013-11-19,2193.12,2203.3,2186.11,2198.32,125000
2013-11-20,2206.61,2207.1,2186.64,2201.47,119000
2013-11-21,2205.77,2206.53,2177.74,2197.01,137200
2013-11-22,2196.38,2211.07,2188.77,2206.47,113800
2013-11-25,2186.11,2209.15,2181.42,2186.06,108300
2013-11-26,2183.07,2192.58,2176.18,2184.33,100500
2013-11-27,2201.07,2207.62,2176.85,2181.73,115400
2013-11-28,2219.37,2234.39,2202.62,2204.38,134500
2013-11-29,2220.5,2224.94,2212.26,2221.62,107000
2013-12-02,2207.37,2231.92,2172.63,2203.12,174300
2013-12-03,2222.67,2227.93,2193.25,2196.82,113500
2013-12-04,2251.76,2260.87,2215.92,2219.97,157300
2013-12-05,2247.06,2255.26,2239.14,2252.72,122000
2013-12-06,2237.11,2248.15,2228.63,2242.56,103700
2013-12-09,2238.2,2249.17,2231.73,2241.79,93300
2013-12-10,2237.49,2250.5,2231.68,2239.86,109000
2013-12-11,2204.17,2228.63,2193.16,2228.63,109400
2013-12-12,2202.8,2214.55,2194.9,2199.32,86100
2013-12-13,2196.07,2204.64,2183.84,2188.26,85100
2013-12-16,2160.86,2201.7,2159.99,2197.23,101400
2013-12-17,2151.08,2165.54,2146.31,2161.54,78600
2013-12-18,2148.28,2156.59,2142.62,2150.41,64200
2013-12-19,2127.79,2159.14,2126.25,2153.67,73100
2013-12-20,2084.79,2131.74,2082.85,2128.37,86800
2013-12-23,2089.71,2099.52,2068.54,2089.54,68100
2013-12-24,2092.91,2111.8,2079.81,2094.07,70300
2013-12-25,2106.35,2107.23,2088.3,2095.02,65200
2013-12-26,2073.1,2102.66,2070.55,2102.66,78500
2013-12-27,2101.25,2110.36,2069.59,2074.59,76800
2013-12-30,2097.53,2112.01,2095.06,2108.88,74100
2013-12-31,2115.98,2120.27,2087.42,2090.68,80500
2014-01-02,2109.39,2113.11,2101.02,2112.13,68500
2014-01-03,2083.14,2102.17,2075.9,2101.54,84500
2014-01-06,2045.71,2078.68,2034.01,2078.68,89600
2014-01-07,2047.32,2052.28,2029.25,2034.22,63400
2014-01-08,2044.34,2062.95,2037.11,2047.26,71600
2014-01-09,2027.62,2057.2,2026.45,2041.77,75900
2014-01-10,2013.3,2029.3,2008.01,2023.54,75600
2014-01-13,2009.56,2027.18,2000.4,2014.98,66500
2014-01-14,2026.84,2027.43,2001.14,2007.16,70400
2014-01-15,2023.35,2027.41,2010.2,2024.23,67400
2014-01-16,2023.7,2034.71,2014.41,2022.54,72800
2014-01-17,2004.95,2017.87,2001.33,2017.52,67300
2014-01-20,1991.25,2005.94,1984.82,2001.89,56300
2014-01-21,2008.31,2014.15,1992.02,1992.02,59800
2014-01-22,2051.75,2052.34,2008.93,2009.97,98900
2014-01-23,2042.18,2052.53,2039.05,2048.33,84200
2014-01-24,2054.39,2060.99,2034.45,2037.67,92900
2014-01-27,2033.3,2044.85,2029.63,2044.27,88800
2014-01-28,2038.51,2047.13,2026.99,2036.4,72500
2014-01-29,2049.91,2051.58,2039.77,2042.18,73900
2014-01-30,2033.08,2045.93,2031.47,2045.93,62600
2014-02-07,2044.5,2044.73,2014.7,2022.32,73600
2014-02-10,2086.07,2087.98,2049.98,2049.98,124300
2014-02-11,2103.67,2111.06,2082.52,2086.18,142200
2014-02-12,2109.96,2110.9,2096.51,2103.83,126300
2014-02-13,2098.4,2122.83,2096.97,2106.93,146500
2014-02-14,2115.85,2116.19,2095.09,2097.32,111500
2014-02-17,2135.42,2136.45,2117.69,2124.88,140200
2014-02-18,2119.07,2134.14,2113.13,2134.14,142900
2014-02-19,2142.55,2152.96,2111.17,2116.92,151300
2014-02-20,2138.78,2177.98,2136.48,2152.89,157100
2014-02-21,2113.69,2132.7,2098.33,2131.59,117700
2014-02-24,2076.69,2099.72,2058.79,2099.72,123600
2014-02-25,2034.22,2087.62,2026.54,2077.28,140100
2014-02-26,2041.25,2041.63,2014.38,2026.61,110100
2014-02-27,2047.35,2068.31,2036.39,2045.1,132200
2014-02-28,2056.3,2058.49,2020.94,2040.62,111600
2014-03-03,2075.24,2078.33,2047.07,2052.07,127500
2014-03-04,2071.47,2074.02,2050.12,2068.11,115900
2014-03-05,2053.08,2074.81,2050.18,2073.29,107700
2014-03-06,2059.58,2065.79,2030.95,2050.03,109300
2014-03-07,2057.91,2079.49,2050.47,2058.38,103700
2014-03-10,1999.06,2042.63,1995.55,2042.35,115700
2014-03-11,2001.16,2008.07,1985.6,1994.42,92700
2014-03-12,1997.69,2011.06,1974.38,1996.24,101400
2014-03-13,2019.11,2029.12,1996.53,2000.69,101000
2014-03-14,2004.34,2017.91,1990.98,2008.82,87800
2014-03-17,2023.67,2024.37,1999.25,2009.88,86300
2014-03-18,2025.2,2034.92,2020.41,2026.22,96800
2014-03-19,2021.73,2022.18,2002.44,2019.98,95200
2014-03-20,1993.48,2030.85,1993.0,2017.22,110300
2014-03-21,2047.62,2052.47,1986.07,1987.68,144500
2014-03-24,2066.28,2074.06,2043.33,2050.83,147700
2014-03-25,2067.31,2079.55,2057.49,2063.32,131800
2014-03-26,2063.67,2074.57,2057.65,2070.57,102600
2014-03-27,2046.59,2073.98,2042.71,2060.81,119100
2014-03-28,2041.71,2060.13,2035.24,2046.85,121700
2014-03-31,2033.31,2048.13,2024.19,2043.05,94400
2014-04-01,2047.46,2050.68,2028.1,2031.01,83300
2014-04-02,2058.99,2060.78,2046.74,2049.42,102700
2014-04-03,2043.7,2066.01,2037.45,2063.5,108600
2014-04-04,2058.83,2060.1,2035.22,2037.55,83200
2014-04-08,2098.28,2102.45,2052.9,2054.53,133400
2014-04-09,2105.24,2108.75,2095.64,2100.65,105300
2014-04-10,2134.3,2146.67,2098.08,2105.88,156800
2014-04-11,2130.54,2138.65,2120.18,2130.37,131800
2014-04-14,2131.54,2134.43,2116.61,2127.41,102100
2014-04-15,2101.6,2125.9,2098.15,2125.9,107500
2014-04-16,2105.12,2112.05,2092.16,2097.21,89400
2014-04-17,2098.89,2110.72,2095.71,2108.95,89900
2014-04-18,2097.75,2099.64,2081.19,2091.48,88200
2014-04-21,2065.83,2103.08,2065.23,2085.98,96400
2014-04-22,2072.83,2073.66,2047.33,2062.79,98700
2014-04-23,2067.38,2076.35,2059.11,2068.08,78500
2014-04-24,2057.03,2075.76,2056.19,2064.16,78200
2014-04-25,2036.52,2065.64,2035.57,2060.54,93000
2014-04-28,2003.49,2035.99,2000.14,2033.34,89800
2014-04-29,2020.34,2021.68,1997.64,2001.9,76200
2014-04-30,2026.36,2029.54,2016.58,2020.44,74500
2014-05-05,2027.35,2028.96,2007.35,2022.18,79900
2014-05-06,2028.04,2038.7,2021.48,2024.26,74600
2014-05-07,2010.08,2024.63,2008.45,2023.15,74400
2014-05-08,2015.27,2036.94,2005.69,2006.85,77900
2014-05-09,2011.14,2020.45,2001.3,2016.5,76200
2014-05-12,2052.87,2055.51,2016.64,2022.93,115700
2014-05-13,2050.73,2061.06,2043.55,2055.08,97200
2014-05-14,2047.91,2056.57,2042.74,2049.27,72000
2014-05-15,2024.97,2047.32,2022.86,2044.38,75800
2014-05-16,2026.5,2027.76,2012.69,2023.6,66400
2014-05-19,2005.18,2023.27,1996.02,2023.01,65300
2014-05-20,2008.12,2018.16,2002.76,2011.85,61300
2014-05-21,2024.95,2025.19,1991.06,2001.31,61800
2014-05-22,2021.29,2041.96,2018.88,2023.15,74700
2014-05-23,2034.57,2034.57,2017.74,2020.11,63500
2014-05-26,2041.48,2045.38,2035.09,2042.03,70300
2014-05-27,2034.56,2044.15,2032.84,2039.79,67600
2014-05-28,2050.23,2052.66,2029.34,2034.56,81300
2014-05-29,2040.59,2057.08,2039.24,2051.84,81200
2014-05-30,2039.21,2046.96,2031.37,2040.39,75100
2014-06-03,2038.31,2049.58,2037.3,2039.2,71600
2014-06-04,2024.83,2038.48,2012.91,2037.99,72400
2014-06-05,2040.88,2041.7,2016.18,2019.44,68000
2014-06-06,2029.96,2041.57,2022.16,2040.86,66000
2014-06-09,2030.5,2045.26,2023.2,2024.94,64800
2014-06-10,2052.53,2052.76,2026.39,2033.21,79600
2014-06-11,2054.95,2056.63,2045.41,2049.13,74400
2014-06-12,2051.71,2057.1,2045.96,2051.58,81700
2014-06-13,2070.72,2073.6,2048.62,2049.21,97200
2014-06-16,2085.98,2087.32,2069.44,2070.7,95900
2014-06-17,2066.7,2080.48,2064.67,2080.48,87800
2014-06-18,2055.52,2066.91,2051.75,2064.38,87200
2014-06-19,2023.73,2059.25,2017.65,2054.62,92900
2014-06-20,2026.67,2027.15,2010.53,2013.41,67200
2014-06-23,2024.36,2033.32,2022.92,2026.23,70500
2014-06-24,2033.93,2034.71,2021.75,2023.7,71200
2014-06-25,2025.5,2030.62,2018.36,2030.43,67500
2014-06-26,2038.68,2040.75,2025.31,2025.66,81000
2014-06-27,2036.51,2043.98,2025.07,2031.91,97600
2014-06-30,2048.33,2052.34,2038.53,2038.61,96700
2014-07-01,2050.38,2052.64,2041.94,2051.23,98500
2014-07-02,2059.42,2060.59,2044.04,2049.49,109600
2014-07-03,2063.23,2066.64,2048.08,2051.63,122900
2014-07-04,2059.38,2065.08,2054.22,2062.36,105000
2014-07-07,2059.93,2064.04,2050.89,2058.13,97200
2014-07-08,2064.02,2064.43,2047.2,2058.13,95100
2014-07-09,2038.61,2062.47,2037.6,2061.64,113300
2014-07-10,2038.34,2045.53,2034.96,2036.54,97900
2014-07-11,2046.96,2051.74,2033.0,2033.87,105100
2014-07-14,2066.65,2067.34,2044.9,2047.74,115100
2014-07-15,2070.36,2070.36,2059.68,2065.9,124500
2014-07-16,2067.28,2075.49,2061.57,2068.34,137100
2014-07-17,2055.59,2062.89,2046.19,2062.89,104500
2014-07-18,2059.07,2067.23,2046.0,2047.5,106600
2014-07-21,2054.48,2061.82,2049.18,2057.77,93900
2014-07-22,2075.48,2078.08,2049.81,2050.5,123200
2014-07-23,2078.49,2088.19,2072.23,2074.2,137300
2014-07-24,2105.06,2107.95,2079.63,2079.63,165700
2014-07-25,2126.61,2127.22,2106.71,2108.71,142500
2014-07-28,2177.95,2181.5,2135.25,2135.25,236200
2014-07-29,2183.19,2193.52,2172.1,2179.83,200300
2014-07-30,2181.24,2194.57,2177.24,2178.18,184900
2014-07-31,2201.56,2202.13,2173.9,2179.54,164700
2014-08-01,2185.3,2218.79,2184.64,2194.17,191500
2014-08-04,2223.33,2224.07,2186.92,2190.04,174100
2014-08-05,2219.95,2226.84,2206.85,2224.63,175400
2014-08-06,2217.47,2223.89,2192.99,2212.0,177700
2014-08-07,2187.67,2220.57,2185.76,2216.66,175200
2014-08-08,2194.43,2199.58,2180.6,2188.71,135200
2014-08-11,2224.65,2225.96,2198.31,2199.43,150600
2014-08-12,2221.59,2222.98,2210.0,2222.7,154800
2014-08-13,2222.88,2230.99,2202.44,2223.05,178100
2014-08-14,2206.47,2230.89,2204.38,2221.54,170100
2014-08-15,2226.73,2230.87,2203.24,2207.23,150000
2014-08-18,2239.47,2242.03,2228.13,2229.8,163900
2014-08-19,2245.33,2246.02,2227.93,2242.34,177700
2014-08-20,2240.21,2248.94,2233.89,2241.66,167700
2014-08-21,2230.46,2240.08,2211.63,2239.57,165700
2014-08-22,2240.81,2243.3,2225.27,2228.97,160100
2014-08-25,2229.27,2241.55,2222.01,2241.1,162100
2014-08-26,2207.11,2232.78,2200.62,2225.29,163500
2014-08-27,2209.47,2216.67,2204.05,2207.03,120900
2014-08-28,2195.82,2219.47,2194.86,2210.48,124200
2014-08-29,2217.2,2218.7,2193.26,2198.95,105200
2014-09-01,2235.51,2236.29,2217.69,2220.13,129200
2014-09-02,2266.05,2267.51,2234.38,2239.68,192100
2014-09-03,2288.63,2290.55,2268.1,2268.4,212500
2014-09-04,2306.86,2307.7,2283.28,2290.03,199500
2014-09-05,2326.43,2327.56,2307.45,2311.3,213200
2014-09-09,2326.53,2331.92,2315.89,2328.43,197000
2014-09-10,2318.3,2321.91,2306.42,2318.5,189800
2014-09-11,2311.68,2343.59,2304.6,2315.73,222200
2014-09-12,2331.95,2331.95,2302.77,2308.35,193500
2014-09-15,2339.14,2340.45,2321.59,2330.19,215100
2014-09-16,2296.55,2347.94,2293.87,2341.03,302700
2014-09-17,2307.89,2309.05,2282.79,2298.98,210800
2014-09-18,2315.93,2319.88,2297.93,2303.85,189100
2014-09-19,2329.45,2331.56,2305.52,2312.98,174600
2014-09-22,2289.87,2323.55,2284.38,2323.55,175800
2014-09-23,2309.72,2311.52,2289.02,2289.09,156900
2014-09-24,2343.57,2345.75,2297.88,2302.23,222500
2014-09-25,2345.1,2365.15,2336.8,2352.86,225700
2014-09-26,2347.72,2350.11,2329.96,2339.29,174700
2014-09-29,2357.71,2363.06,2346.58,2353.71,200100
2014-09-30,2363.87,2365.49,2354.27,2361.32,193900
2014-10-08,2382.79,2382.79,2354.29,2368.58,204400
2014-10-09,2389.37,2391.35,2367.11,2383.86,235900
2014-10-10,2374.54,2386.28,2365.07,2380.75,224700
2014-10-13,2366.01,2366.86,2341.12,2366.43,200900
2014-10-14,2359.48,2380.51,2349.19,2362.8,196800
2014-10-15,2373.67,2374.81,2344.37,2358.23,202800
2014-10-16,2356.5,2389.68,2353.41,2361.13,248200
2014-10-17,2341.18,2360.6,2312.83,2352.78,212300
2014-10-20,2356.73,2357.51,2340.46,2346.05,160000
2014-10-21,2339.66,2361.65,2337.55,2355.03,168800
2014-10-22,2326.55,2352.12,2324.59,2339.22,152700
2014-10-23,2302.42,2329.93,2297.33,2322.32,162600
2014-10-24,2302.28,2314.88,2296.66,2303.08,132200
2014-10-27,2290.44,2293.64,2279.84,2293.57,130300
2014-10-28,2337.87,2338.28,2294.01,2294.01,178600
2014-10-29,2373.03,2381.64,2339.71,2343.72,265600
2014-10-30,2391.08,2397.26,2365.92,2371.89,294600
2014-10-31,2420.18,2423.6,2384.48,2393.18,325800
2014-11-03,2430.97,2436.78,2418.17,2425.23,298800
2014-11-04,2430.74,2435.22,2417.22,2428.27,309000
2014-11-05,2420.4,2434.36,2415.5,2432.17,263600
2014-11-06,2425.81,2426.89,2401.75,2419.62,222000
2014-11-07,2419.15,2454.42,2407.44,2427.9,291200
2014-11-10,2473.18,2474.16,2428.19,2436.63,300600
2014-11-11,2470.59,2508.62,2445.96,2483.65,411900
2014-11-12,2494.28,2494.92,2444.81,2454.6,252900
2014-11-13,2486.67,2507.74,2471.41,2495.0,295000
2014-11-14,2479.19,2481.02,2457.04,2477.97,220600
2014-11-17,2475.12,2508.77,2472.45,2506.86,215700
2014-11-18,2457.53,2477.05,2449.81,2474.18,201100
2014-11-19,2451.17,2461.49,2442.71,2452.15,186200
2014-11-20,2452.62,2458.32,2437.48,2443.28,165500
2014-11-21,2487.11,2488.2,2446.65,2452.64,212200
2014-11-24,2533.89,2546.75,2495.52,2505.53,363500
2014-11-25,2567.6,2568.38,2527.08,2532.0,314300
2014-11-26,2604.89,2605.07,2570.4,2572.65,337100
2014-11-27,2630.05,2631.4,2599.11,2615.37,364100
2014-11-28,2682.92,2683.18,2622.06,2629.63,465900
2014-12-01,2680.74,2720.74,2668.84,2691.73,446800
2014-12-02,2763.32,2777.37,2665.69,2667.82,437700
2014-12-03,2779.74,2824.18,2733.87,2768.68,562100
2014-12-04,2900.36,2900.51,2772.43,2783.47,532700
2014-12-05,2938.78,2978.03,2813.05,2926.57,640500
2014-12-08,3021.52,3041.66,2879.85,2907.81,587600
2014-12-09,2859.92,3091.32,2834.59,2992.49,772000
2014-12-10,2940.88,2946.71,2807.68,2855.94,512900
2014-12-11,2925.74,2965.68,2892.61,2912.35,482600
2014-12-12,2938.17,2962.51,2914.96,2929.36,409500
2014-12-15,2953.42,2960.23,2890.9,2921.45,400400
2014-12-16,3021.52,3021.9,2943.91,2953.81,453800
2014-12-17,3061.02,3076.6,2993.33,3031.95,542500
2014-12-18,3057.52,3089.79,3030.32,3062.8,435900
2014-12-19,3108.6,3117.53,3018.42,3053.07,521100
2014-12-22,3127.45,3189.87,3090.51,3129.27,679400
2014-12-23,3032.61,3136.84,3025.67,3085.08,437800
2014-12-24,2972.53,3050.51,2934.91,3039.21,376800
2014-12-26,3157.6,3164.16,3064.18,3078.0,460700
2014-12-29,3168.02,3223.86,3126.94,3212.56,510100
2014-12-30,3165.81,3190.3,3130.35,3160.8,397700
2014-12-31,3234.68,3239.36,3157.26,3172.6,406000
2015-01-05,3350.52,3369.28,3253.88,3258.63,531400
2015-01-06,3351.45,3394.22,3303.18,3330.8,501700
2015-01-07,3373.95,3374.9,3312.21,3326.65,391900
2015-01-08,3293.46,3381.57,3285.09,3371.96,371100
2015-01-09,3285.41,3404.83,3267.51,3276.97,410200
2015-01-12,3229.32,3275.19,3191.58,3258.21,322100
2015-01-13,3235.3,3259.39,3214.41,3223.54,230700
2015-01-14,3222.44,3268.48,3193.98,3242.34,240200
2015-01-15,3336.46,3337.08,3207.54,3224.07,282500
2015-01-16,3376.5,3400.32,3340.49,3343.6,339900
2015-01-19,3116.35,3262.21,3095.07,3189.73,401100
2015-01-20,3173.05,3190.25,3100.48,3114.56,357100
2015-01-21,3323.61,3337.0,3178.34,3189.08,411000
2015-01-22,3343.34,3352.38,3293.98,3327.32,353400
2015-01-23,3351.76,3406.79,3328.29,3357.1,366200
2015-01-26,3383.18,3384.8,3321.31,3347.26,317500
2015-01-27,3352.96,3390.22,3290.22,3389.85,374500
2015-01-28,3305.74,3354.8,3294.66,3325.72,301900
2015-01-29,3262.3,3286.79,3234.24,3259.0,274700
2015-01-30,3210.36,3288.5,3210.31,3273.75,258300
2015-02-02,3128.3,3175.13,3122.57,3148.14,250900
2015-02-03,3204.91,3207.94,3129.73,3156.09,248200
2015-02-04,3174.13,3238.98,3171.14,3212.82,249100
2015-02-05,3136.53,3251.21,3135.82,3251.21,306100
2015-02-06,3075.91,3129.54,3052.94,3120.09,246700
2015-02-09,3095.12,3119.03,3049.11,3063.51,206100
2015-02-10,3141.59,3142.1,3084.25,3090.49,193800
2015-02-11,3157.7,3166.42,3139.05,3145.76,172800
2015-02-12,3173.42,3181.77,3134.24,3157.96,194600
2015-02-13,3203.83,3237.16,3182.79,3186.81,261300
2015-02-16,3222.36,3228.85,3195.88,3206.14,223800
2015-02-17,3246.91,3255.73,3230.77,3230.88,228300
2015-02-25,3228.84,3257.22,3215.55,3256.48,233300
2015-02-26,3298.36,3300.62,3202.19,3222.15,301300
2015-02-27,3310.3,3324.55,3291.01,3296.83,299200
2015-03-02,3336.28,3336.76,3298.67,3332.72,346400
2015-03-03,3263.05,3317.7,3260.43,3317.7,382000
2015-03-04,3279.53,3286.59,3250.48,3264.18,293600
2015-03-05,3248.48,3266.64,3221.67,3264.08,320700
2015-03-06,3241.19,3266.93,3234.53,3248.04,282900
2015-03-09,3302.41,3307.7,3198.37,3224.31,321500
2015-03-10,3286.07,3309.92,3277.09,3289.08,285800
2015-03-11,3290.9,3325.05,3278.47,3289.59,283000
2015-03-12,3349.32,3360.05,3300.49,3314.81,357300
2015-03-13,3372.91,3391.25,3352.15,3359.49,328400
2015-03-16,3449.3,3449.3,3377.09,3391.16,399100
2015-03-17,3502.85,3504.12,3459.69,3469.6,520900
2015-03-18,3577.3,3577.66,3503.85,3510.5,545200
2015-03-19,3582.27,3600.68,3546.84,3576.02,537300
2015-03-20,3617.32,3632.34,3569.38,3587.08,516700
2015-03-23,3687.73,3688.25,3635.49,3640.1,536100
2015-03-24,3691.41,3715.87,3600.7,3692.57,639600
2015-03-25,3660.73,3693.15,3634.56,3680.95,521900
2015-03-26,3682.09,3707.32,3615.01,3641.94,488600
2015-03-27,3691.1,3710.48,3656.83,3686.13,408900
2015-03-30,3786.57,3795.94,3710.61,3710.61,564700
2015-03-31,3747.9,3835.57,3737.04,3822.99,561700
2015-04-01,3810.29,3817.08,3742.21,3748.34,447500
2015-04-02,3825.78,3835.45,3775.89,3827.69,479300
2015-04-03,3863.93,3864.41,3792.21,3803.38,473000
2015-04-07,3961.38,3961.67,3891.73,3899.42,570400
2015-04-08,3994.81,4000.22,3903.65,3976.53,618100
2015-04-09,3957.53,4016.4,3900.03,4006.13,585200
2015-04-10,4034.31,4040.35,3929.32,3947.49,484300
2015-04-13,4121.71,4128.07,4057.29,4072.72,589800
2015-04-14,4135.56,4168.35,4091.26,4125.78,610700
2015-04-15,4084.16,4175.49,4069.01,4135.65,613000
2015-04-16,4194.82,4195.31,4031.24,4055.92,551200
2015-04-17,4287.3,4317.22,4238.91,4254.72,701700
2015-04-20,4217.08,4356.0,4190.68,4301.35,857100
2015-04-21,4293.62,4294.38,4188.57,4212.19,634500
2015-04-22,4398.49,4400.19,4297.95,4304.6,680300
2015-04-23,4414.51,4444.41,4358.84,4414.48,667300
2015-04-24,4393.69,4416.38,4318.12,4355.95,628600
2015-04-27,4527.4,4529.73,4441.93,4441.93,671100
2015-04-28,4476.21,4572.39,4432.9,4527.63,767700
2015-04-29,4476.62,4499.94,4398.64,4446.12,519800
2015-04-30,4441.65,4507.34,4441.05,4483.01,526700
2015-05-04,4480.46,4487.57,4387.43,4441.34,494200
2015-05-05,4298.71,4488.87,4282.24,4479.85,572900
2015-05-06,4229.27,4376.35,4187.37,4311.64,481700
2015-05-07,4112.21,4213.76,4108.01,4197.9,394600
2015-05-08,4205.92,4206.86,4099.04,4152.98,397400
2015-05-11,4333.58,4334.88,4187.82,4231.27,488800
2015-05-12,4401.22,4402.31,4317.98,4342.37,521900
2015-05-13,4375.76,4415.63,4342.48,4402.38,510500
2015-05-14,4378.31,4397.75,4329.04,4372.82,449100
2015-05-15,4308.69,4366.82,4278.55,4366.82,439700
2015-05-18,4283.49,4324.83,4260.51,4277.9,380100
2015-05-19,4417.55,4418.4,4285.78,4285.78,436700
2015-05-20,4446.29,4520.54,4432.28,4434.98,514100
2015-05-21,4529.42,4530.48,4438.26,4456.44,465000
2015-05-22,4657.6,4658.27,4562.99,4584.98,655600
2015-05-25,4813.8,4814.67,4656.83,4660.08,682500
2015-05-26,4910.9,4911.69,4779.08,4854.85,704900
2015-05-27,4941.71,4958.16,4857.06,4932.85,681200
2015-05-28,4620.27,4986.5,4614.24,4943.74,783000
2015-05-29,4611.74,4698.19,4431.56,4603.46,611300
2015-06-01,4828.74,4829.5,4615.23,4633.1,593400
2015-06-02,4910.53,4911.57,4797.55,4844.7,623700
2015-06-03,4909.98,4942.06,4822.44,4924.38,611500
2015-06-04,4947.1,4947.96,4647.41,4912.94,675000
2015-06-05,5023.1,5051.63,4898.07,5016.09,772200
2015-06-08,5131.88,5146.95,4997.48,5045.69,855000
2015-06-09,5113.53,5147.45,5042.96,5145.98,729900
2015-06-10,5106.04,5164.16,5001.49,5049.2,597000
2015-06-11,5121.59,5122.46,5050.77,5101.44,564000
2015-06-12,5166.35,5178.19,5103.4,5143.34,625600
2015-06-15,5062.99,5176.79,5048.74,5174.42,637800
2015-06-16,4887.43,5029.68,4842.1,5004.41,550800
2015-06-17,4967.9,4983.66,4767.22,4890.55,537100
2015-06-18,4785.36,4966.77,4780.87,4942.52,507400
2015-06-19,4478.36,4744.08,4476.5,4689.93,452700
2015-06-23,4576.49,4577.94,4264.77,4471.61,473500
2015-06-24,4690.15,4691.77,4552.13,4604.58,543000
2015-06-25,4527.78,4720.7,4483.55,4711.76,572800
2015-06-26,4192.87,4456.9,4139.53,4399.93,565200
2015-06-29,4053.03,4297.48,3875.05,4289.77,673800
2015-06-30,4277.22,4279.97,3847.88,4006.75,709200
2015-07-01,4053.7,4317.05,4043.37,4214.15,598800
2015-07-02,3912.77,4080.39,3795.25,4058.62,586000
2015-07-03,3686.92,3927.13,3629.56,3793.71,548200
2015-07-06,3775.91,3975.21,3653.04,3975.21,831100
2015-07-07,3727.12,3750.57,3585.4,3654.78,698800
2015-07-08,3507.19,3599.25,3421.52,3467.4,680400
2015-07-09,3709.33,3748.48,3373.54,3432.45,656900
2015-07-10,3877.8,3959.22,3677.44,3707.46,586400
2015-07-13,3970.39,4030.2,3858.64,3918.99,643500
2015-07-14,3924.49,4035.44,3855.56,3958.37,670600
2015-07-15,3805.7,3914.27,3741.25,3874.97,601300
2015-07-16,3823.18,3877.51,3688.44,3758.5,492300
2015-07-17,3957.35,3994.48,3814.15,3831.42,481700
2015-07-20,3992.11,4021.33,3927.12,3948.42,539100
2015-07-21,4017.68,4041.82,3912.8,3939.9,504300
2015-07-22,4026.04,4042.34,3960.86,3996.43,520700
2015-07-23,4123.92,4132.61,4019.04,4022.27,563600
2015-07-24,4070.91,4184.45,4044.83,4124.75,627400
2015-07-27,3725.56,4051.16,3720.44,3985.57,556000
2015-07-28,3663.0,3762.53,3537.36,3573.14,563300
2015-07-29,3789.17,3792.07,3612.06,3689.82,434400
2015-07-30,3705.77,3844.37,3685.96,3773.79,457900
2015-07-31,3663.73,3729.51,3620.17,3655.67,351000
2015-08-03,3622.91,3648.94,3549.5,3614.99,364000
2015-08-04,3756.54,3757.03,3601.29,3621.85,362900
2015-08-05,3694.57,3782.35,3676.39,3745.65,366400
2015-08-06,3661.54,3710.57,3614.74,3625.5,274100
2015-08-07,3744.21,3756.74,3686.3,3692.61,340800
2015-08-10,3928.42,3943.62,3775.85,3786.03,497300
2015-08-11,3927.91,3970.34,3891.18,3928.81,538900
2015-08-12,3886.32,3937.77,3871.14,3881.23,442700
2015-08-13,3954.56,3955.79,3838.16,3869.91,430100
2015-08-14,3965.33,4000.68,3939.83,3976.41,468000
2015-08-17,3993.67,3994.54,3907.4,3947.84,460400
2015-08-18,3748.16,4006.34,3743.39,3999.13,543800
2015-08-19,3794.11,3811.43,3558.38,3646.8,475400
2015-08-20,3664.29,3788.0,3663.61,3754.57,390100
2015-08-21,3507.74,3652.84,3490.54,3609.96,369900
2015-08-24,3209.91,3388.36,3191.88,3373.48,334700
2015-08-25,2964.97,3123.03,2947.94,3004.13,352300
2015-08-26,2927.29,3092.04,2850.71,2980.79,466700
2015-08-27,3083.59,3085.42,2906.49,2978.03,400300
2015-08-28,3232.35,3235.84,3102.95,3125.26,443100
2015-08-31,3205.99,3207.86,3109.16,3203.56,397400
2015-09-01,3166.62,3180.33,3053.74,3157.83,432400
2015-09-02,3160.17,3194.49,3019.09,3027.68,438200
2015-09-07,3080.42,3217.58,3066.3,3149.38,296500
2015-09-08,3170.45,3174.71,3011.12,3054.44,255400
2015-09-09,3243.09,3256.74,3165.7,3182.55,375300
2015-09-10,3197.89,3243.28,3178.9,3190.55,273300
2015-09-11,3200.23,3223.76,3163.45,3189.48,224600
2015-09-14,3114.8,3229.48,3049.23,3221.17,346600
2015-09-15,3005.17,3081.7,2983.92,3043.8,249200
2015-09-16,3152.26,3182.93,2983.53,2998.04,277500
2015-09-17,3086.06,3204.7,3085.31,3131.98,317600
2015-09-18,3097.92,3122.05,3070.34,3100.28,209200
2015-09-21,3156.54,3159.88,3060.86,3072.09,239900
2015-09-22,3185.62,3213.48,3152.48,3161.32,274800
2015-09-23,3115.89,3164.04,3104.74,3137.72,236300
2015-09-24,3142.69,3151.17,3109.69,3126.49,212900
2015-09-25,3092.35,3149.95,3063.0,3130.85,236300
2015-09-28,3100.76,3103.07,3042.31,3085.57,156700
2015-09-29,3038.14,3068.3,3021.16,3055.22,163200
2015-09-30,3052.78,3073.3,3039.74,3052.84,146600
2015-10-08,3143.36,3172.28,3133.13,3156.07,234300
2015-10-09,3183.15,3192.72,3137.79,3146.64,234900
2015-10-12,3287.66,3318.71,3188.41,3193.54,386300
2015-10-13,3293.23,3298.63,3253.25,3262.16,297200
2015-10-14,3262.44,3307.31,3256.25,3280.02,295100
2015-10-15,3338.07,3338.3,3254.39,3255.03,316300
